textual_id,longitude,latitude,content
adm_169968,NULL,NULL,Jägerndorf
object_306873,NULL,NULL,"Krems an der Donau"
object_362639,NULL,NULL,Travnik
object_362640,NULL,NULL,Tuzla
object_362641,NULL,NULL,Bihač
object_362642,NULL,NULL,Banjaluka
object_362643,NULL,NULL,Sarajevo
object_1143370,NULL,NULL,Bijeljina
object_1143371,NULL,NULL,Brčko
object_1143372,NULL,NULL,Bugojno
object_1143373,NULL,NULL,Cazin
object_1143374,NULL,NULL,Dervent
object_1143376,NULL,NULL,Foča
object_1143377,NULL,NULL,Fojnica
object_1143378,NULL,NULL,Gračanica
object_1143379,NULL,NULL,Gradačac
object_1143380,NULL,NULL,Ključ
object_1143381,NULL,NULL,Livno
object_1143382,NULL,NULL,Maglaj
object_1143383,NULL,NULL,Prijedor
object_1143384,NULL,NULL,Rogatica
object_1143385,NULL,NULL,Srebrenica
object_1143386,NULL,NULL,Tešanj
object_1143387,NULL,NULL,Visoko
object_1143388,NULL,NULL,Zvornik
object_1205566,NULL,NULL,Mostar
object_395588,NULL,NULL,"Heiligenkreuz an der Gran"
object_395576,NULL,NULL,Neusohl
object_395578,NULL,NULL,"Bries an der Gran"
object_354629,NULL,NULL,Gran
adm_160200,NULL,NULL,Kaschau
object_395584,NULL,NULL,Großsteffelsdorf
object_395583,NULL,NULL,Großrauschenbach
adm_136611,NULL,NULL,Cassel
object_190179,NULL,NULL,Girkhausen
object_190180,NULL,NULL,Schüllar
object_190181,NULL,NULL,Neuastenberg
object_1191142,NULL,NULL,Rahden
object_290577,NULL,NULL,Hausberge
object_1190991,NULL,NULL,Petershagen
object_255449,NULL,NULL,Rehme
object_985336,NULL,NULL,Recklinghausen
object_307173,NULL,NULL,Haltern
object_1141174,NULL,NULL,Bottrop
object_1090578,NULL,NULL,Buer
object_985341,NULL,NULL,Datteln
object_1141176,NULL,NULL,Lembeck
object_307242,NULL,NULL,Marl
object_1141248,NULL,NULL,Horst
object_1141249,NULL,NULL,Osterfeld
object_1141250,NULL,NULL,Westerholt
object_1141173,NULL,NULL,Altschermbeck
object_1141216,NULL,NULL,Kirchhellen
object_307214,NULL,NULL,Osterwick
object_1052313,NULL,NULL,Buldern
object_1140581,NULL,NULL,Gescher
object_1140583,NULL,NULL,Rorup
object_1052315,NULL,NULL,Darfeld
object_1052314,NULL,NULL,Coesfeld
object_1051723,NULL,NULL,Billerbeck
object_1052316,NULL,NULL,Dülmen
object_1140139,NULL,NULL,Nienborg
object_1140140,NULL,NULL,Ottenstein
object_1140141,NULL,NULL,Schöppingen
object_1140275,NULL,NULL,Wüllen
object_1140128,NULL,NULL,Epe
object_1140128,NULL,NULL,Gronau
object_1140129,NULL,NULL,Legden
object_1140208,NULL,NULL,Südlohn
object_1166963,NULL,NULL,Steinfurt
object_1141221,NULL,NULL,Horstmar
object_1158251,NULL,NULL,Ochtrup
object_1158252,NULL,NULL,"Rheine (Land)"
object_1139280,NULL,NULL,Bevergern
object_1140612,NULL,NULL,Olfen
object_1140611,NULL,NULL,Lüdinghausen
object_1140622,NULL,NULL,Ascheberg
object_1140618,NULL,NULL,Werne
object_1140668,NULL,NULL,Herbern
object_1140352,NULL,NULL,Rhede
object_1140310,NULL,NULL,Gemen
object_1140309,NULL,NULL,Dingden
object_1140345,NULL,NULL,"Marbeck (Borken Landbez.)"
object_1140358,NULL,NULL,Werth
object_1140353,NULL,NULL,Velen
object_1140359,NULL,NULL,Weseke
object_1140347,NULL,NULL,Raesfeld
object_1137957,NULL,NULL,Kreuzau
object_1137966,NULL,NULL,Vettweiß
object_287789,NULL,NULL,Bornefeld
object_287787,NULL,NULL,"Beyenburg und Barmen"
object_1160126,NULL,NULL,Broich
object_319700,NULL,NULL,Sereth
object_266913,NULL,NULL,Freiwaldau
object_266918,NULL,NULL,Grulich
object_266920,NULL,NULL,Hohenstadt
object_266905,NULL,NULL,Bärn
adm_169926,NULL,NULL,Troppau
object_284368,NULL,NULL,"Mährisch Schönberg"
object_359329,NULL,NULL,Bereg
object_276878,NULL,NULL,Severni
object_276879,NULL,NULL,"Severni Banat"
object_277048,NULL,NULL,"Südliche Batschka"
object_277050,NULL,NULL,Syrmien
object_396354,NULL,NULL,Herdwangen
